gene_id	colors
Rnaset2b	grey60
Fndc1	blue
Gm1604a	grey60
Tagap	grey60
Rnaset2a	grey60
Ccr6	greenyellow
Mpc1	lightgreen
Sft2d1	purple
Prr18	blue
T2	blue
Pde10a	brown
Gm34321	brown
Gm34972	brown
Gm16168	blue
Gm52294	blue
Prkn	blue
Plg	black
Slc22a3	blue
Igf2r	turquoise
Tcp1	green
Acat3	green
Acat2	lightgreen
Sod2	brown
Smoc2	green
Gm3435	pink
Dll1	grey60
Psmb1	tan
Gm6712	turquoise
Lnpep	brown
Spaca6	green
Has1	red
Gm36907	green
Fpr1	grey60
Fpr2	grey60
Zfp52	brown
Zfp948	brown
Zfp760	blue
n-TRccg2	lightgreen
Mmp25	grey60
Bicdl2	cyan
Thoc6	brown
Hcfc1r1	blue
Tnfrsf12a	brown
Pkmyt1	brown
Paqr4	blue
9530082P21Rik	grey60
Flywch2	blue
Elob	red
Prss22	brown
Prss27	cyan
Kctd5	red
Amdhd2	brown
Ntn3	blue
Ccnf	tan
Abca3	lightgreen
Rnps1	green
Dnase1l2	cyan
Mlst8	green
LOC115488833	black
Pkd1	blue
LOC115488769	blue
Tsc2	lightgreen
Slc9a3r2	lightgreen
Npw	lightgreen
Gfer	brown
Noxo1	grey60
Tbl3	green
Rps2	lightcyan
Snhg9	green
Rpl3l	cyan
Msrb1	grey60
Nubp2	brown
Spsb3	lightcyan
Eme2	brown
Nme3	lightgreen
Jpt2	brown
Tmem204	salmon
Clcn7	grey60
Percc1	blue
Baiap3	lightgreen
Tpsb2	greenyellow
Cacna1h	grey60
Msln	green
Metrn	turquoise
Jmjd8	lightgreen
Mcrip2	green
Mettl26	blue
Rab11fip3	blue
Pgap6	lightgreen
Rgs11	blue
Fam234a	blue
Neurl1b	blue
Gm34455	brown
Dusp1	black
Ergic1	green
Crebrf	salmon
Phf1	lightgreen
Ggnbp1	blue
Bak1	brown
9630028I04Rik	blue
Brpf3	lightcyan
Kctd20	purple
Cdkn1a	brown
Cpne5	lightgreen
Mtch1	blue
Fgd2	yellow
Gm36486	grey60
Pim1	grey60
1700097N02Rik	tan
Dnah8	blue
Abcg1	grey60
Tff2	lightgreen
Ubash3a	midnightblue
Rsph1	blue
Pde9a	green
Cbs	lightgreen
U2af1	brown
Sik1	grey60
2310015A16Rik	lightgreen
Gm30571	green
Rrp1b	green
Notch3	blue
Ephx3	cyan
Brd4	brown
Akap8l	blue
Rasal3	midnightblue
Pglyrp2	grey60
Cyp4f39	cyan
Cyp4f15	lightgreen
Zfp563	lightgreen
Adamts10	blue
Myo1f	grey60
Pram1	brown
C4b	brown
H2-Q4	brown
H2-Q5	grey60
Cdsn	cyan
2300002M23Rik	cyan
Sfta2	lightgreen
Ddr1	brown
Ier3	brown
Flot1	turquoise
Tubb5	tan
Gnl1	grey60
A930015D03Rik	grey60
H2-T24	grey60
H2-T23	grey60
H2-T22	grey60
Gm8909	blue
Ppp1r11	brown
Crisp1	cyan
Crisp2	green
Cenpq	tan
Mmut	lightgreen
Adgrf4	cyan
Adgrf2	cyan
Cd2ap	brown
Tnfrsf21	grey60
Pla2g7	brown
Tdrd6	black
Slc25a27	blue
Cyp39a1	blue
Rcan2	lightgreen
Enpp5	salmon
Enpp4	grey60
Clic5	lightgreen
Tcte1	lightgreen
Nfkbie	grey60
Hsp90ab1	brown
Slc29a1	lightgreen
Capn11	black
Tmem63b	blue
Mrpl14	lightgreen
Gtpbp2	grey60
Dlk2	cyan
Zfp318	turquoise
Dnph1	green
Srf	green
Ptk7	red
Klc4	blue
Mea1	brown
Ppp2r5d	lightcyan
Pex6	salmon
Gnmt	salmon
Cnpy3	grey60
Bicral	salmon
Tbcc	grey60
AI661453	cyan
Ccnd3	grey60
Bysl	brown
Mdfi	green
Daam2	blue
Gm31015	grey60
Plcl2	grey60
Satb1	midnightblue
Gm19585	midnightblue
Efhb	grey60
Rab5a	black
Kat2b	grey60
Sgo1	tan
Adgre4	grey60
Ebi3	grey60
Sh3gl1	purple
Chaf1a	tan
Plin4	cyan
Lrg1	brown
Sema6b	green
Mydgf	tan
Ticam1	grey60
Plin3	blue
Uhrf1	tan
Ptprs	blue
Tincr	salmon
Rpl36	lightcyan
Vmac	blue
Acer1	cyan
Gtf2f1	brown
Slc25a23	lightgreen
Crb3	grey60
Dennd1c	grey60
Tubb4a	lightgreen
Gm46589	grey60
Tnfsf9	brown
Tnfsf14	brown
C3	yellow
Trip10	purple
Vav1	grey60
Adgre1	yellow
Gm46583	brown
Fbxl17	blue
Man2a1	brown
Tmem232	blue
Vapa	brown
Gm35477	blue
Twsg1	blue
Ankrd12	lightgreen
Mtcl1	blue
Ptprm	lightgreen
Gm52313	blue
Lama1	tan
Arhgap28	lightgreen
Zbtb14	lightgreen
Gm41610	brown
Tgif1	brown
Mir1195	grey60
Gm26510	black
Myl12b	lightgreen
Myl12a	purple
Myom1	cyan
Lpin2	grey60
Emilin2	brown
Smchd1	grey60
Ndc80	tan
Wdr43	brown
Togaram2	purple
Gm30140	grey60
Clip4	brown
Lbh	blue
Lclat1	turquoise
Capn13	lightgreen
Xdh	grey60
Memo1	red
Nlrc4	grey60
Yipf4	lightgreen
Ltbp1	grey60
Rasgrp3	lightgreen
Fam98a	green
Crim1	salmon
Gm41620	salmon
Vit	turquoise
Heatr5b	turquoise
Eif2ak2	grey60
Gm26637	grey60
Qpct	lightgreen
Cdc42ep3	lightgreen
Rmdn2	lightgreen
Cyp1b1	green
Galm	blue
Gemin6	green
Morn2	blue
C230072F16Rik	blue
Tmem178	blue
Gm33944	cyan
Eml4	turquoise
Cox7a2l	blue
Gm41638	blue
Gm35551	grey60
Zfp36l2	black
Plekhh2	blue
Dync2li1	blue
Lrpprc	lightcyan
Gm5817	grey60
Prkce	salmon
Epas1	lightgreen
Gm30421	black
Calm2	green
Gm30938	green
Msh2	blue
Ston1	blue
Nrxn1	blue
2700099C18Rik	tan
Gm1976	green
Crem	grey60
Bambi	lightgreen
Map3k8	grey60
Mpp7	blue
Fzd8	lightgreen
Colec12	black
Gm26244	salmon
Snrpd1	brown
Abhd3	lightgreen
Mib1	blue
Mir133a-1hg	cyan
Gata6	lightgreen
Rbbp8	brown
Cables1	lightgreen
Riok3	brown
Npc1	blue
Lama3	blue
Osbpl1a	blue
Dsc3	cyan
Dsc2	cyan
Dsc1	cyan
Dsg1a	cyan
Dsg1b	cyan
Dsg3	cyan
Ttr	blue
B4galt6	tan
Rnf125	black
Rnf138	purple
Asxl3	black
Ino80c	brown
Galnt1	green
Gm38410	blue
Mocos	grey60
Fhod3	black
Gm32896	black
Polr2d	red
Lims2	lightgreen
Gypc	grey60
Camk4	yellow
Stard4	blue
Nrep	blue
Pkd2l2	lightgreen
Kif20a	tan
Cdc25c	tan
Reep2	green
Egr1	brown
Etf1	brown
Hspa9	brown
Gm46617	black
Snhg4	green
Mir1949	green
Paip2	lightgreen
Slc23a1	blue
Mzb1	greenyellow
Prob1	blue
Spata24	tan
1700066B19Rik	brown
Sting1	brown
Cxxc5	blue
Nrg2	blue
Igip	blue
Cystm1	red
Pfdn1	green
Hbegf	brown
Cd14	red
Vaultrc5	magenta
Taf7	grey60
Pcdhga1	black
Pcdhga3	black
Pcdhga5	blue
Pcdhgb5	blue
Pcdhga10	blue
Pcdhga11	black
Arap3	lightgreen
Gm30188	green
Gm30259	green
Gm38566	turquoise
1700086O06Rik	green
Pcdh12	blue
Spry4	green
Arhgap26	grey60
Fgf1	lightgreen
Nr3c1	salmon
Kctd16	turquoise
Sh3rf2	blue
Tcerg1	green
Ppp2r2b	blue
Dpysl3	turquoise
Scgb3a2	blue
Gm94	cyan
Spink5	cyan
Myot	cyan
Dcp2	grey60
Mcc	lightgreen
Gm32139	blue
Ticam2	grey60
Tmed7	purple
Eif1a	brown
Gm3734	brown
Cdo1	turquoise
Sema6a	lightgreen
Tnfaip8	grey60
Hsd17b4	blue
Lox	green
Zfp474	brown
Snx2	grey60
Ppic	turquoise
Prdm6	blue
Zfp608	turquoise
Gramd3	grey60
LOC102637792	blue
Lmnb1	grey60
Ctxn3	cyan
Fbn2	lightgreen
Minar2	blue
Chsy3	green
Gm4951	grey60
Gm45947	grey60
Gm4841	grey60
Gm46635	grey60
F830016B08Rik	grey60
Iigp1	grey60
Myoz3	cyan
Synpo	brown
Ndst1	blue
Cd74	greenyellow
Tcof1	brown
Arsi	grey60
Camk2a	blue
Csf1r	grey60
Arhgef37	grey60
Bvht	blue
Carmn	turquoise
Pcyox1l	grey60
Ablim3	turquoise
Sh3tc2	blue
Gm35887	green
Adrb2	brown
Htr4	brown
Piezo2	blue
Fech	lightgreen
Nars	brown
Atp8b1	brown
Gm52339	lightgreen
Malt1	yellow
Oacyl	brown
Grp	blue
Pmaip1	grey60
Chmp1b	green
Mppe1	grey60
Cidea	cyan
Tubb6	brown
Spire1	green
Ptpn2	brown
Gm26910	blue
Cep192	brown
Ldlrad4	blue
Rab27b	lightgreen
Dynap	cyan
Mbd2	brown
Me2	blue
Ska1	tan
Mbd1	grey60
Cfap53	brown
Scarna17	magenta
Acaa2	blue
Lipg	grey60
Rpl17	lightcyan
Smad7	lightgreen
Gm52357	grey60
Zbtb7c	grey60
Hdhd2	purple
Katnal2	tan
Setbp1	blue
Ctdp1	brown
Mbp	grey60
Zadh2	turquoise
Cndp2	brown
Cyb5a	lightgreen
Gm16146	brown
Fbxo15	green
Cd226	greenyellow
Cpt1a	black
Gal	lightgreen
Lrp5	purple
1810055G02Rik	brown
Chka	lightgreen
Tcirg1	grey60
Unc93b1	grey60
Aldh3b2	cyan
Acy3	blue
Ssh3	grey60
Syt12	red
Pcx	lightgreen
Sptbn2	cyan
Rbm4b	lightgreen
Ctsf	lightgreen
Actn3	cyan
Slc29a2	green
Rin1	brown
Cd248	green
Cst6	cyan
4930481A15Rik	lightgreen
AI837181	grey60
Fosl1	brown
Ctsw	midnightblue
Efemp2	tan
Cfl1	green
Ovol1	cyan
Ap5b1	grey60
Rnaseh2c	blue
Rela	grey60
Ehbp1l1	brown
Ltbp3	blue
Slc25a45	grey60
Pola2	brown
Capn1	grey60
Syvn1	grey60
Fau	lightcyan
Cdca5	tan
Batf2	grey60
Ccdc88b	grey60
Prdx5	grey60
Ppp1r14b	green
Vegfb	blue
Trpt1	purple
Fermt3	brown
Stip1	brown
Macrod1	lightgreen
Flrt1	lightgreen
Gm38621	blue
Otub1	brown
Cox8a	lightcyan
Plaat3	grey60
Lgals12	blue
9830166K06Rik	grey60
Chrm1	lightgreen
Slc3a2	grey60
Snhg1	green
LOC115489084	black
Snord22	black
Wdr74	green
Tmem179b	grey60
Ttc9c	brown
5730408K05Rik	black
Eef1g	green
Ahnak	turquoise
Scgb1a1	lightgreen
Incenp	tan
Fth1	brown
Rab3il1	tan
Gm29917	lightgreen
Fads2	blue
Fads1	blue
Fen1	brown
Myrf	red
Dagla	turquoise
Syt7	blue
Cd5	midnightblue
Cd6	midnightblue
Slc15a3	grey60
Tmem109	blue
Ccdc86	brown
Gm28347	grey60
AW112010	grey60
Ms4a8a	grey60
Ms4a1	greenyellow
Ms4a14	brown
Ms4a7	yellow
Ms4a4a	brown
Ms4a4c	grey60
Ms4a4b	grey60
Ms4a6c	grey60
BE692007	greenyellow
Gm8369	grey60
Ms4a6b	grey60
Ms4a4d	grey60
Ms4a6d	brown
Gm41810	grey60
Mpeg1	grey60
Dtx4	green
Fam111a	grey60
Lpxn	grey60
Psat1	brown
Gna14	grey60
Vps13a	lightgreen
Gcnt1	brown
Pcsk5	turquoise
Carnmt1	lightgreen
Anxa1	red
Aldh1a1	lightgreen
Aldh1a7	lightgreen
Gda	brown
Cemip2	lightgreen
2410080I02Rik	lightgreen
Klf9	lightgreen
Mamdc2	blue
Ptar1	blue
Fam189a2	blue
Tmem252	brown
Pgm5	blue
Gm34235	lightgreen
Smarca2	blue
Vldlr	lightgreen
Pum3	green
4430402I18Rik	blue
Ak3	blue
Rcl1	brown
Gm41829	grey60
Jak2	grey60
Insl6	grey60
Plgrkt	grey60
Cd274	grey60
Gm36043	blue
Il33	brown
Gldc	grey60
Prkg1	blue
Cstf2t	purple
8430431K14Rik	blue
Sgms1	grey60
Gm36774	brown
Gm36860	black
Lipo3	black
Lipk	cyan
Lipn	grey60
Lipm	cyan
Ankrd22	cyan
Acta2	green
Fas	brown
Ch25h	brown
Lipa	brown
Ifit2	grey60
Ifit3	grey60
Ifit1bl1	grey60
Ifit3b	grey60
Ifit1bl2	grey60
Ifit1	grey60
Slc16a12	turquoise
Pank1	blue
Kif20b	tan
Htr7	grey60
Rpp30	green
Ankrd1	brown
Pcgf5	grey60
Ppp1r3c	blue
LOC115489052	lightgreen
Cep55	tan
Ffar4	grey60
Rbp4	lightgreen
Lgi1	cyan
Plce1	blue
Noc3l	green
Hells	tan
Sorbs1	black
Aldh18a1	brown
LOC108168428	blue
E030044B06Rik	blue
Blnk	midnightblue
C330026H20Rik	blue
Dntt	black
Pik3ap1	grey60
Lcor	turquoise
Arhgap19	tan
Rrp12	brown
Mms19	green
Ubtd1	brown
Hoga1	brown
Pi4k2a	grey60
Marveld1	lightgreen
Sfrp5	cyan
Loxl4	green
Got1	brown
Slc25a28	grey60
Entpd7	brown
Cox15	brown
Cutc	grey60
Abcc2	grey60
Dnmbp	lightgreen
Cpn1	blue
Pkd2l1	blue
Scd2	blue
Scd1	lightgreen
Sema4g	lightgreen
Lzts2	purple
Kazald1	blue
Lbx1	cyan
Fbxw4	grey60
Npm3	green
Kcnip2	blue
Ldb1	purple
Pprc1	brown
Nolc1	green
Elovl3	cyan
Nfkb2	grey60
Trim8	grey60
Arl3	blue
Atp5md	brown
Calhm2	grey60
Sh3pxd2a	blue
Slk	green
Col17a1	cyan
Cfap43	blue
Gsto1	grey60
Itprip	grey60
Xpnpep1	brown
Add3	blue
Mxi1	blue
Mirt1	grey60
4833407H14Rik	grey60
Gm16299	blue
Pdcd4	blue
Bbip1	grey60
Gpam	blue
Gm31356	blue
Gm31418	lightgreen
Nrap	cyan
Casp7	grey60
Plekhs1	brown
Nhlrc2	lightgreen
Adrb1	salmon
Gm32718	blue
Trub1	turquoise
Atrnl1	lightgreen
Gfra1	blue
1810007D17Rik	grey60
Eno4	lightgreen
Slc18a2	black
Fam204a	green
Nanos1	lightgreen
Eif3a	green
Mir3084-2	green
Sfxn4	lightgreen
Prdx3	purple
Csf2ra	brown
Clcn5	green
2010204K13Rik	turquoise
Plp2	lightcyan
Magix	blue
Gpkow	red
Wdr45	lightgreen
Ccdc120	grey60
Tfe3	brown
Gripap1	grey60
Otud5	grey60
Hdac6	green
Was	grey60
Rbm3	green
Tbc1d25	salmon
Porcn	turquoise
Slc38a5	blue
Lancl3	green
Cybb	grey60
Sytl5	blue
Tspan7	blue
Mid1ip1	lightgreen
Usp9x	turquoise
Gm34836	green
Gpr34	blue
Maoa	blue
Maob	lightgreen
Dipk2b	blue
Gm14636	grey60
Chst7	blue
Slc9a7	lightgreen
Rgn	blue
Ndufb11	blue
Uba1	grey60
Cdk16	purple
Usp11	blue
Gm39499	blue
Timp1	brown
Cfp	yellow
Slc6a14	brown
Klhl13	blue
Dock11	grey60
Il13ra1	grey60
Lonrf3	lightgreen
Pgrmc1	blue
Slc25a43	brown
Slc25a5	red
Septin6	midnightblue
Akap14	blue
Ndufa1	black
Lamp2	grey60
LOC115489130	grey60
C1galt1c1	grey60
Gria3	turquoise
Sh2d1a	yellow
Prr32	cyan
Apln	salmon
Sash3	grey60
Utp14a	green
Elf4	grey60
Rbmx2	green
Firre	blue
Stk26	grey60
Rap2c	grey60
Mbnl3	blue
Hs6st2	turquoise
Gpc3	lightgreen
A630012P03Rik	grey60
C430049B03Rik	blue
Smim10l2a	lightgreen
Ints6l	lightgreen
Mmgt1	blue
Slc9a6	blue
Fhl1	blue
Map7d3	turquoise
Htatsf1	green
Fgf13	cyan
F9	brown
Slitrk4	grey60
Fmr1	grey60
Aff2	turquoise
Ids	lightgreen
Prrg3	blue
Cnga2	green
Gabra3	blue
Zfp92	grey60
Trex2	cyan
Bgn	green
Pnck	blue
Abcd1	salmon
Srpk3	greenyellow
Ssr4	green
Arhgap4	midnightblue
Naa10	turquoise
Rpl10	turquoise
Atp6ap1	brown
Plxna3	blue
Slc10a3	brown
Ikbkg	grey60
G6pdx	brown
Dkc1	green
Mpp1	grey60
Pls3	green
Prkx	grey60
Prrg1	blue
Cfap47	blue
Tmem47	lightgreen
Dmd	blue
Gk	brown
5430427O19Rik	grey60
Gm52437	black
Pola1	tan
Pdk3	grey60
Maged1	blue
Zxdb	lightgreen
Spin4	red
Arhgef9	blue
Asb12	cyan
Msn	brown
F630028O10Rik	grey60
Vsig4	tan
Ar	salmon
Stard8	lightgreen
Efnb1	lightgreen
Gm14808	blue
Tmem28	lightgreen
Eda	turquoise
P2ry4	cyan
Kif4	tan
Gdpd2	lightgreen
Tex11	salmon
Foxo4	lightgreen
Gm614	brown
Il2rg	grey60
Itgb1bp2	cyan
Ogt	lightgreen
Cxcr3	midnightblue
Rtl5	grey60
Ercc6l	tan
Rps4x	turquoise
Hdac8	blue
Tsix	lightgreen
Slc16a2	blue
Nexmif	lightgreen
Zdhhc15	green
Pbdc1	brown
Atrx	turquoise
Tlr13	brown
Taf9b	purple
Cysltr1	brown
P2ry10	midnightblue
P2ry10b	brown
Gpr174	midnightblue
Itm2a	blue
Hmgn5	tan
Sh3bgrl	turquoise
Gm6377	grey60
4933403O08Rik	blue
Pof1b	cyan
Nap1l3	blue
Cldn34c1	blue
Pcdh19	grey60
Srpx2	turquoise
Tmem35a	blue
Cenpi	tan
Drp2	black
Btk	grey60
Gla	brown
Armcx4	brown
Armcx1	blue
Zmat1	blue
Tmsb15a	tan
Gprasp1	blue
Gprasp2	lightgreen
Arxes2	blue
Bex2	lightgreen
Bex4	lightgreen
Tceal8	green
Tceal9	tan
Bex3	green
Tceal1	lightgreen
Morf4l2	green
BC065397	lightgreen
Zcchc18	black
Fam199x	blue
Pwwp3b	lightgreen
Rnf128	tan
Tbc1d8b	blue
Cldn2	grey60
Morc4	turquoise
Prps1	green
Tsc22d3	lightgreen
Mid2	blue
Col4a5	blue
Nxt2	lightgreen
Ammecr1	green
Chrdl1	lightgreen
Pak3	green
Capn6	green
Lhfpl1	cyan
Htr2c	black
Il13ra2	grey60
Alas2	lightgreen
Maged2	blue
Fam120c	blue
Mageh1	blue
9530051G07Rik	lightgreen
Kctd12b	blue
Sat1	grey60
Acot9	brown
Prdx4	tan
Ptchd1	black
Phex	blue
Smpx	cyan
Cnksr2	lightgreen
Map7d2	blue
Gm15241	green
Phka2	green
Rs1	green
Cdkl5	lightgreen
Nhs	tan
Reps2	lightgreen
Txlng	lightgreen
S100g	lightgreen
Zrsr2	green
Gm38561	blue
Ace2	lightgreen
Bmx	blue
Pir	blue
Vegfd	blue
Mospd2	lightgreen
Trappc2	purple
Rab9	purple
Egfl6	lightgreen
Tlr8	grey60
Tlr7	grey60
Prps2	lightgreen
Msl3	turquoise
Mid1	black
G530011O06Rik	grey60
Eif2s3y	red
Uty	lightgreen
Ddx3y	black
Erdr1_1	black
LOC105247294	blue
Pisd-ps3	pink
Rn28s1	brown
Pstpip2_1	grey60
Cecr2_1	black
Bcl2l13_1	black
Bid_1	black
Mical3_1	black
Zfp60_1	black
Igha_1	black
Ighg3_1	black
Ighm_1	black
Bdp1_1	green
Pcm1_1	black
Asah1_1	black
Frg1_1	black
Marcksl1_1	grey60
Kras_1	green
TrnF	grey60
mt-Rnr1	turquoise
TrnV	grey60
mt-Rnr2	blue
TrnL1	salmon
TrnI	lightgreen
TrnQ	salmon
TrnM	salmon
TrnW	lightgreen
TrnA	salmon
TrnC	salmon
TrnH	lightgreen
TrnS2	black
TrnL2	salmon
TrnT	salmon
TrnP	salmon
